"","S1","S2","S3","S4","S5","S6","S8","S9"
"Gm5628",50,43,30,36,26,42,46,26
"Gm5630",27,28,11,16,14,11,12,10
"Gm5637",1245,792,668,710,555,522,622,464
"Gm5641",411,294,236,239,204,184,200,110
"Gm5643",835,645,532,486,410,403,443,372
"Gm5644",271,169,140,121,120,119,147,86
"Gm5648",58,48,32,28,24,22,15,14
"Gm5652",14,7,4,11,6,8,3,10
"Gm5654",8,4,2,3,4,3,2,3
"Gm5668",4,0,1,0,0,0,6,15
"Gm5674",2,2,0,1,2,1,4,11
"Gm568",31,46,15,30,15,11,29,35
"Gm5686",24,12,13,6,17,15,6,4
"Gm5687",24,9,12,9,9,10,12,7
"Gm5692",7,16,8,6,3,0,10,2
"Gm5693",4,4,1,4,2,6,7,6
"Gm5697",22,8,15,13,6,5,4,8
"Gm5706",12,6,1,7,2,2,2,6
"Gm5710",10,8,3,0,2,5,0,0
"Gm5711",0,1,3,0,6,0,0,8
"Gm5732",16,11,3,7,4,6,4,6
"Gm5735",12,0,4,2,1,3,2,2
"Gm5738",8,17,4,8,8,0,3,0
"Gm5745",6,2,1,1,0,3,1,0
"Gm5750",5,1,2,0,3,1,1,3
"Gm5754",1,1,3,2,1,0,3,0
"Gm5755",4,13,4,2,7,0,2,6
"Gm5760",7,7,13,8,10,4,2,4
"Gm5763",745,756,315,436,322,628,444,245
"Gm5771",81,58,194,51,126,34,119,81
"Gm5776",708,478,355,338,254,350,382,270
"Gm5778",70,48,25,44,16,36,38,13
"Gm5779",11,6,6,5,12,6,58,0
"Gm5780",16,8,11,12,11,9,7,6
"Gm5781",57,70,32,24,20,37,65,26
"Gm5784",2,2,0,0,0,0,3,0
"Gm5786",1289,782,768,801,586,421,613,314
"Gm5787",69,15,23,49,19,26,36,12
"Gm5789",6,1,3,1,2,1,1,2
"Gm5790",3,0,2,1,3,1,2,0
"Gm5791",225,144,138,129,76,55,105,48
"Gm5799",0,0,0,1,1,0,4,5
"Gm5801",375,217,180,218,198,239,200,128
"Gm5805",1629,998,910,901,654,516,759,280
"Gm5808",3,4,3,1,1,1,2,6
"Gm5809",39,38,32,16,16,18,14,18
"Gm5812",1059,650,514,496,385,422,462,336
"Gm5814",294,218,182,203,168,175,154,109
"Gm5815",10,31,14,16,26,14,15,12
"Gm5819",18,5,6,8,6,4,14,2
"Gm5820",10,11,10,10,5,19,6,10
"Gm5822",429,302,284,271,254,162,242,216
"Gm5823",100,51,75,68,58,38,76,37
"Gm5824",84,58,53,60,38,45,38,28
"Gm5826",89,56,44,52,25,25,40,22
"Gm5827",2,4,2,4,6,4,3,6
"Gm5828",49,38,35,40,43,20,44,22
"Gm5829",187,86,82,111,68,50,70,38
"Gm5830",262,192,174,174,168,142,155,126
"Gm5831",110,107,90,82,89,79,93,69
"Gm5832",4,2,1,2,1,0,2,0
"Gm5834",13,12,14,6,11,14,10,5
"Gm5835",1421,846,868,824,744,403,623,406
"Gm5837",344,270,250,233,174,119,180,128
"Gm5839",3,7,2,0,0,0,1,2
"Gm5841",230,192,164,150,151,162,139,130
"Gm5842",27,26,16,13,13,38,33,18
"Gm5844",2161,1637,1350,1409,1062,1718,1752,782
"Gm5845",211,141,97,111,89,55,81,46
"Gm5846",913,556,434,484,312,457,408,216
"Gm5847",4,3,1,2,2,0,2,1
"Gm5850",365,262,214,188,160,143,184,145
"Gm5851",365,262,214,188,160,143,184,145
"Gm5854",176,105,97,87,85,60,71,54
"Gm5855",833,388,353,587,355,291,334,202
"Gm5857",11,17,11,4,2,12,8,4
"Gm5861",25,8,13,7,1,4,5,0
"Gm5863",55,19,18,43,19,19,26,29
"Gm5864",122,60,94,108,66,82,88,86
"Gm5865",32,22,18,19,27,22,13,18
"Gm5866",98,48,48,60,42,32,41,23
"Gm5867",35,22,16,16,15,28,23,13
"Gm5869",6271,4355,4569,4129,4181,2221,3349,1961
"Gm5870",455,260,184,226,122,160,216,81
"Gm5871",36,28,14,14,20,17,18,18
"Gm5873",41,15,26,22,19,13,8,7
"Gm5874",24,15,12,5,9,7,8,8
"Gm5879",2825,2068,1825,1580,1494,1077,1504,942
"Gm5881",28,10,11,12,6,8,9,7
"Gm5883",216,123,119,121,70,49,84,46
"Gm5884",384,275,267,306,264,180,225,132
"Gm5896",6,2,2,5,5,5,6,5
"Gm5898",1106,1094,801,743,680,974,792,478
"Gm5900",213,144,127,110,90,78,123,44
"Gm5901",0,0,2,2,2,6,5,0
"Gm5903",182,168,136,120,181,120,150,91
"Gm5904",310,162,112,118,128,172,164,70
"Gm5905",10623,7643,5689,5878,4570,4304,5972,2774
"Gm5909",305,286,194,184,158,246,200,132
"Gm5910",94,56,70,49,52,42,57,24
"Gm5912",40,22,28,21,24,44,14,10
"Gm5913",418,244,246,219,175,146,199,113
"Gm5914",6,11,4,6,5,8,8,0
"Gm5915",787,578,413,400,251,388,403,255
"Gm5917",395,303,233,221,196,281,252,141
"Gm5920",242,202,154,156,170,150,204,101
"Gm5921",498,289,244,259,191,178,197,159
"Gm5922",5,0,0,0,1,0,7,0
"Gm5928",5,7,3,2,5,7,2,5
"Gm5931",936,547,459,534,400,466,437,315
"Gm5937",6,3,1,1,1,0,1,1
"Gm5939",38,42,32,26,40,30,45,13
"Gm5940",151,92,68,71,52,76,82,41
"Gm5943",28,29,15,20,18,13,17,17
"Gm5944",40,17,16,18,22,12,12,16
"Gm5946",36,30,17,26,28,28,16,16
"Gm5950",6,0,0,2,2,0,1,0
"Gm5960",12,3,6,10,5,2,6,7
"Gm5963",102,43,36,40,29,37,59,23
"Gm5966",194,187,67,128,157,311,191,132
"Gm5967",1,5,0,0,0,1,0,2
"Gm5970",5,31,4,6,22,2,22,6
"Gm5974",4,1,5,8,6,2,5,6
"Gm5976",5,4,7,17,9,9,15,0
"Gm5981",11,10,7,8,4,11,6,3
"Gm5983",16,6,4,2,3,4,5,2
"Gm5987",98,29,51,78,50,32,34,18
"Gm5990",2,0,3,0,3,1,0,0
"Gm6012",7,20,5,6,13,16,42,20
"Gm6020",0,0,0,0,1,0,0,9
"Gm6023",18,13,13,8,8,10,6,6
"Gm6027",23,18,8,8,9,10,10,10
"Gm6028",23,7,8,5,6,6,9,1
"Gm6029",24,13,9,10,7,4,10,12
"Gm6030",507,336,259,234,166,276,286,129
"Gm6032",2,1,8,2,2,1,0,4
"Gm6034",2,9,9,3,9,3,8,1
"Gm6035",990,696,662,612,524,329,488,332
"Gm6039",198,168,123,143,129,148,124,69
"Gm6043",27,26,21,25,21,15,12,20
"Gm6044",3,9,4,9,7,4,2,7
"Gm6047",6,3,8,6,4,0,6,0
"Gm6051",142,117,89,100,55,61,74,36
"Gm6052",31,16,24,15,8,0,10,2
"Gm6054",118,92,73,90,60,72,92,42
"Gm6055",877,723,592,620,512,629,696,317
"Gm6058",1,3,0,1,1,4,5,1
"Gm6060",2,1,2,1,1,0,1,0
"Gm6061",2510,1522,1258,1231,794,1091,1177,876
"Gm6063",1579,1158,693,633,412,1160,903,881
"Gm6065",8,2,7,5,3,5,2,4
"Gm6069",3,3,2,1,0,0,2,0
"Gm6070",8,5,7,8,4,3,4,5
"Gm6075",6,3,2,2,2,3,3,1
"Gm6085",214,238,184,123,168,208,178,193
"Gm6087",117,98,91,70,56,44,53,24
"Gm6088",4,2,3,4,6,2,5,3
"Gm6089",7,2,0,4,1,0,2,0
"Gm609",23,16,18,22,20,8,15,11
"Gm6091",12,6,4,11,1,11,4,8
"Gm6093",11,19,6,14,0,12,19,12
"Gm6104",47,32,48,40,30,42,47,36
"Gm6108",1,1,2,1,1,0,1,0
"Gm6109",89,80,45,46,33,47,49,30
"Gm6112",1,2,2,2,3,0,1,0
"Gm6114",1,5,1,0,0,1,1,0
"Gm6116",20,7,13,12,6,27,32,11
"Gm6119",14,9,6,7,10,10,16,3
"Gm6123",123,76,65,71,58,73,102,42
"Gm6125",93,88,68,57,87,65,65,45
"Gm6128",14,5,6,8,5,3,6,1
"Gm6129",33,13,9,3,10,11,8,4
"Gm6133",437,362,220,194,167,259,271,183
"Gm6134",1,1,2,1,1,0,1,1
"Gm6136",8469,5624,4475,4212,3519,3498,4028,3104
"Gm6139",49,19,20,26,19,14,18,9
"Gm614",9,6,4,2,18,22,33,5
"Gm6140",7,10,10,12,10,8,5,8
"Gm6142",120,117,82,78,40,68,84,49
"Gm6149",24,20,12,22,17,6,22,8
"Gm6153",18,13,1,4,3,3,3,16
"Gm6155",43,24,16,21,18,25,23,8
"Gm6157",6,0,0,2,4,0,1,4
"Gm6158",839,575,434,440,364,436,418,280
"Gm6159",428,309,242,226,171,258,245,198
"Gm6161",57,38,27,35,22,21,29,14
"Gm6162",15,11,8,2,13,8,14,4
"Gm6166",1770,901,1112,961,373,542,740,407
"Gm6169",1588,1065,775,1182,529,1169,891,720
"Gm6170",23573,16492,12855,11049,9922,11936,12285,11769
"Gm6177",16,9,10,6,6,3,5,2
"Gm6180",1836,999,1050,1121,839,682,757,625
"Gm6181",726,517,312,332,228,356,286,214
"Gm6185",12,0,3,6,6,39,25,11
"Gm6189",3,1,4,6,6,0,3,4
"Gm6190",13,4,12,9,7,7,14,8
"Gm6192",888,582,666,589,538,291,415,281
"Gm6195",25,14,6,10,12,16,18,16
"Gm6197",5,7,5,5,8,6,5,4
"Gm6201",2056,1687,1261,1320,1100,1289,1149,705
"Gm6204",1316,799,770,739,537,412,585,241
"Gm6206",897,711,532,529,497,524,536,405
"Gm6209",126,83,37,98,50,115,48,52
"Gm6210",11806,8293,7295,6051,6017,4804,5278,4510
"Gm6211",62,36,36,28,14,27,21,6
"Gm6212",43,32,42,38,22,46,56,18
"Gm6218",527,268,284,299,248,95,188,88
"Gm6222",77,41,37,51,35,28,42,16
"Gm6223",107,82,99,84,65,68,52,48
"Gm6225",79,61,34,56,53,106,100,23
"Gm6226",17,12,12,6,8,1,8,5
"Gm6240",1,2,0,1,1,1,2,2
"Gm6245",28,26,24,34,18,36,36,17
"Gm6252",2754,1827,1398,1299,1070,1072,1381,871
"Gm6254",218,124,88,93,67,94,112,61
"Gm6257",3,2,2,1,3,2,0,0
"Gm6263",64,30,39,42,25,34,17,13
"Gm6264",164,139,97,105,129,84,107,86
"Gm6266",15,11,10,5,7,4,10,5
"Gm6272",3,6,7,3,3,1,2,1
"Gm6274",437,270,248,259,197,118,187,95
"Gm6275",5,0,2,2,2,2,1,0
"Gm6277",95,41,80,53,54,54,58,36
"Gm6278",5058,3231,2903,2556,2349,2240,2705,1945
"Gm6283",19,17,9,14,5,7,7,4
"Gm6285",159,103,98,97,71,53,82,39
"Gm6286",814,576,419,409,340,307,412,236
"Gm6288",0,6,14,5,3,4,6,2
"Gm6292",16,12,12,12,7,3,10,3
"Gm6293",8,10,10,10,18,30,12,10
"Gm6296",45,29,29,25,20,27,28,16
"Gm6298",18,15,8,8,6,6,6,17
"Gm6304",82,72,45,46,41,39,37,20
"Gm6305",0,0,7,3,3,0,4,0
"Gm6308",9,8,8,6,6,6,6,3
"Gm6311",167,89,115,93,79,56,73,56
"Gm6316",31,30,14,20,12,6,9,13
"Gm6317",4,2,2,8,6,1,2,2
"Gm6321",0,6,0,0,0,4,0,0
"Gm6322",10,6,6,17,5,6,10,8
"Gm6330",32,7,6,9,2,1,8,2
"Gm6331",12,20,11,6,7,8,6,4
"Gm6335",929,698,518,422,429,747,567,385
"Gm6340",6,3,1,1,3,2,2,4
"Gm6341",626,353,343,378,277,205,302,146
"Gm6343",16,20,8,13,10,11,13,6
"Gm6344",139,85,73,67,52,46,56,54
"Gm6345",14,0,5,2,3,6,10,0
"Gm6352",393,326,320,321,330,274,294,159
"Gm6361",206,132,117,103,79,90,116,54
"Gm6363",38,25,23,27,17,25,24,21
"Gm6365",79,67,62,54,34,22,46,12
"Gm6366",4,7,4,3,4,2,2,1
"Gm6368",64,32,32,26,17,19,26,10
"Gm6374",12,4,4,6,6,8,10,13
"Gm6375",1714,807,848,1027,704,897,838,688
"Gm6377",2305,1427,751,1176,1097,1569,1472,758
"Gm6378",389,239,186,186,142,160,184,118
"Gm6382",131,84,78,84,51,38,52,37
"Gm6386",1,1,2,1,2,0,1,6
"Gm6392",1337,1143,929,763,763,760,848,637
"Gm6394",549,344,305,268,236,206,262,209
"Gm6395",653,487,378,393,327,440,400,275
"Gm6397",60,40,43,39,33,28,31,19
"Gm6402",311,165,178,151,124,78,107,82
"Gm6407",2,1,2,3,0,0,1,0
"Gm6419",150,96,80,72,58,76,78,76
"Gm6421",2430,1689,1581,1452,1084,871,1216,793
"Gm6423",11,6,10,4,5,4,7,0
"Gm6425",335,195,188,178,174,100,149,84
"Gm6426",7,9,4,3,5,3,4,1
"Gm6428",174,101,79,99,66,91,85,56
"Gm6430",1999,1417,1262,1286,1084,1134,1060,811
"Gm6433",21,13,16,14,14,2,4,10
"Gm6434",24,22,16,18,7,28,34,19
"Gm6436",1152,816,644,486,423,576,607,534
"Gm6439",34,20,25,18,8,8,14,3
"Gm6440",42,22,29,20,26,9,12,18
"Gm6441",2,1,0,2,0,6,0,0
"Gm6444",74,58,43,44,38,40,46,22
"Gm6445",20,11,15,10,13,20,16,12
"Gm6450",614,394,313,323,241,202,297,141
"Gm6451",141,121,93,75,63,74,65,42
"Gm6455",21,3,5,8,0,1,2,0
"Gm6457",337,282,196,186,165,170,170,158
"Gm6458",7,4,5,2,4,6,5,1
"Gm6460",7,5,4,4,2,2,3,0
"Gm6463",22,6,4,13,8,16,3,5
"Gm6465",20,10,4,7,1,1,3,0
"Gm6467",822,517,352,421,275,296,358,190
"Gm6472",6437,3902,3420,2960,2574,2190,3025,1692
"Gm6473",120,83,58,36,52,63,76,38
"Gm6474",440,281,210,226,189,150,216,114
"Gm6475",78,50,58,49,56,38,37,54
"Gm6477",535,429,362,329,309,278,268,238
"Gm6478",48,43,30,28,33,34,28,21
"Gm6483",56,41,37,35,46,71,58,11
"Gm6485",1095,625,482,679,434,576,717,277
"Gm6493",142,98,125,123,147,88,96,52
"Gm6494",1,4,1,4,2,2,3,0
"Gm6498",2,2,3,2,2,3,5,0
"Gm650",4,0,0,0,3,0,2,0
"Gm6501",396,299,251,217,225,202,248,114
"Gm6505",54,70,49,34,41,28,37,38
"Gm6506",3,3,1,1,2,0,2,0
"Gm6517",55,28,23,25,16,14,16,18
"Gm6520",12,10,8,6,2,4,7,3
"Gm6522",406,127,119,217,139,86,305,92
"Gm6524",2,6,2,0,0,4,0,0
"Gm6525",6,7,4,7,1,1,2,0
"Gm6532",161,86,95,194,133,113,114,26
"Gm6533",5,6,6,6,2,2,5,5
"Gm6540",46,17,15,14,9,12,15,20
"Gm6542",518,356,290,272,252,248,319,186
"Gm6543",569,379,277,255,192,269,326,169
"Gm6545",42,111,36,40,58,3,27,0
"Gm6548",1106,812,670,645,562,380,528,395
"Gm6551",1,8,4,0,0,0,0,0
"Gm6552",1180,945,804,660,676,758,755,695
"Gm6553",6,3,3,3,7,4,3,3
"Gm6560",5914,3562,2847,4885,2984,2770,2800,1518
"Gm6562",0,11,0,0,0,3,1,0
"Gm6563",1229,869,548,526,390,633,628,430
"Gm6564",6,11,5,5,8,1,2,1
"Gm6565",220,143,125,108,80,95,123,68
"Gm6566",8,5,6,0,4,6,7,4
"Gm6568",185,88,84,77,78,138,90,90
"Gm6576",145,75,83,85,58,46,60,52
"Gm6578",7,0,1,2,0,0,0,0
"Gm6579",20,19,10,6,7,3,4,3
"Gm6580",44,19,20,30,26,11,17,16
"Gm6581",6,6,10,9,4,4,4,7
"Gm6583",27,6,2,13,6,6,4,0
"Gm6594",14,9,9,7,6,9,8,6
"Gm6598",55,22,18,36,30,30,18,16
"Gm6599",96,67,61,65,46,29,53,25
"Gm6610",2,14,3,7,15,13,24,10
"Gm6611",3,2,5,3,13,16,27,0
"Gm6612",5,8,5,7,3,1,1,5
"Gm6615",3,4,0,1,2,4,4,1
"Gm6625",3,5,2,2,3,3,5,2
"Gm6627",787,696,423,452,376,564,564,298
"Gm6637",0,3,5,2,9,7,5,5
"Gm6641",4,9,3,1,0,4,2,0
"Gm6643",8,4,6,9,2,2,7,1
"Gm6644",200,126,137,104,88,77,109,96
"Gm6645",11,26,22,26,20,10,13,18
"Gm6649",30,25,27,22,30,25,33,10
"Gm6651",8,8,5,4,5,7,8,8
"Gm6652",159,118,134,115,94,127,145,100
"Gm6653",3,0,1,0,0,0,3,3
"Gm6654",102,51,52,50,38,37,33,35
"Gm6658",33,47,29,14,7,16,24,4
"Gm6663",358,250,197,218,160,205,224,159
"Gm6665",9,3,8,9,3,0,4,4
"Gm6669",14,3,5,10,4,2,8,6
"Gm6681",972,674,483,477,354,464,628,231
"Gm6682",3558,2345,1944,1940,1291,2079,1818,1564
"Gm6685",14,11,19,12,20,14,10,6
"Gm6689",3,1,1,0,2,1,4,0
"Gm6695",2,7,0,0,4,0,3,0
"Gm6710",59,26,29,28,28,30,37,33
"Gm6712",36,60,16,17,16,35,22,32
"Gm6722",27,11,14,18,12,9,12,4
"Gm6723",0,0,3,4,1,3,1,0
"Gm6724",29,20,15,17,15,14,24,11
"Gm6728",24,32,24,31,14,22,25,13
"Gm6733",248,187,159,188,167,124,136,94
"Gm6736",267,151,186,143,110,96,134,126
"Gm6740",384,290,251,213,185,307,240,204
"Gm6741",45,47,38,30,18,24,25,21
"Gm6743",18,11,9,14,8,6,6,2
"Gm6745",1025,636,638,480,451,374,423,368
"Gm6749",414,250,247,257,186,107,179,104
"Gm6750",227,184,128,130,108,146,177,120
"Gm6755",153,127,114,87,84,115,118,85
"Gm6758",7,1,1,2,1,3,5,3
"Gm6762",2,8,16,6,4,2,6,4
"Gm6767",5362,3708,3700,3155,3166,1994,2786,1870
"Gm6768",890,744,1002,712,890,818,806,485
"Gm6771",10,8,7,12,9,10,13,12
"Gm6773",5,6,4,13,4,4,0,2
"Gm6776",68,58,32,42,44,42,48,42
"Gm6781",154,72,60,65,48,44,50,20
"Gm6787",1,2,1,9,1,4,4,3
"Gm6788",1736,1126,784,776,610,824,780,634
"Gm6789",14433,9492,7999,7359,6491,5636,7328,5497
"Gm6793",32,19,14,14,12,19,10,7
"Gm6794",1059,790,598,451,372,590,564,552
"Gm6807",3955,2483,2104,1960,1633,1466,1818,1284
"Gm6808",17,24,13,7,9,16,11,7
"Gm6813",16,5,7,10,5,2,17,22
"Gm6815",18,11,11,8,13,10,13,12
"Gm6822",104,53,49,59,45,49,62,27
"Gm6823",32,42,32,26,26,13,18,11
"Gm6828",4,4,2,3,2,3,5,1
"Gm6829",326,238,239,189,190,262,182,152
"Gm6847",15,7,2,2,3,5,5,3
"Gm6851",434,340,224,254,153,272,215,168
"Gm6855",4,6,3,4,5,3,1,4
"Gm6863",4198,2948,2240,2038,1763,2240,2151,1603
"Gm6867",3,0,1,1,2,1,1,2
"Gm6872",2,3,3,5,0,1,2,8
"Gm6877",56,25,32,21,32,26,24,21
"Gm6883",495,313,293,337,253,150,213,140
"Gm6885",3,3,4,4,2,0,0,0
"Gm6899",2,6,6,2,2,6,6,1
"Gm6900",578,287,253,329,254,310,318,194
"Gm6905",105,65,54,62,46,41,35,27
"Gm6913",4,2,4,7,1,4,3,1
"Gm6916",122,69,59,57,45,41,57,20
"Gm6919",4,0,3,0,0,0,1,0
"Gm6929",7,6,8,4,0,2,5,4
"Gm6931",6,7,4,7,2,12,5,8
"Gm6937",864,596,471,405,343,461,470,422
"Gm6939",33,20,20,14,19,14,29,22
"Gm6944",29,8,5,19,5,2,5,16
"Gm6946",4,4,2,5,1,1,0,4
"Gm6960",12,8,11,10,4,9,6,12
"Gm6964",16,11,9,12,7,6,5,7
"Gm6967",11,6,8,9,4,2,2,0
"Gm6969",1113,723,685,516,766,523,644,516
"Gm6974",124,109,70,50,57,71,69,47
"Gm6975",129,93,77,72,61,43,55,19
"Gm6977",18623,15447,9062,15306,8919,11289,10767,6291
"Gm6978",385,301,170,189,124,221,160,110
"Gm6981",19,4,8,11,12,4,9,4
"Gm6983",211,123,123,112,85,69,95,65
"Gm6986",5,6,0,0,0,2,0,0
"Gm6988",740,486,423,324,280,251,338,248
"Gm6992",2558,1521,1131,1881,1074,1346,1210,796
"Gm6995",23,10,7,8,5,14,15,4
"Gm6997",66,48,34,44,35,38,38,24
"Gm6999",3,10,1,8,6,8,4,2
"Gm7002",1,4,4,3,1,5,3,1
"Gm7004",18,22,15,21,18,12,26,16
"Gm7008",203,161,101,219,220,369,320,82
"Gm7019",104,121,71,90,121,132,151,60
"Gm7027",2491,1564,1336,1374,1123,905,1094,889
"Gm7030",1080,873,728,786,1005,454,654,347
"Gm7040",31,18,15,52,2,0,12,0
"Gm7042",142,96,70,78,59,72,57,60
"Gm7043",505,338,310,343,276,183,268,124
"Gm7045",4,1,0,1,0,4,0,3
"Gm7049",12,12,24,36,21,2,17,2
"Gm7054",128,96,71,93,73,90,72,58
"Gm7059",44,38,25,22,28,16,25,10
"Gm7061",10,2,0,0,4,0,10,0
"Gm7065",2,11,1,1,1,3,3,7
"Gm7069",26,16,10,11,12,8,4,9
"Gm7072",673,593,323,272,293,693,439,530
"Gm7074",9,6,5,4,5,8,2,5
"Gm7079",40,34,45,19,28,18,17,12
"Gm7085",63,58,31,31,27,18,23,18
"Gm7091",57,29,24,19,16,21,27,11
"Gm7094",8,16,8,8,8,4,12,4
"Gm7099",163,126,76,88,59,112,96,69
"Gm7102",130,126,58,58,67,74,82,52
"Gm7105",171,111,101,71,88,57,65,59
"Gm7107",42,26,34,47,24,43,44,32
"Gm7108",0,0,1,6,2,2,0,0
"Gm7114",95,68,53,61,60,40,53,18
"Gm7115",54,22,22,34,12,14,14,10
"Gm7117",27,13,12,15,5,7,6,6
"Gm7118",3,5,0,4,7,2,4,0
"Gm7129",23,20,17,19,12,13,8,7
"Gm7132",11,4,2,8,0,2,7,1
"Gm7135",0,9,0,1,0,6,2,0
"Gm7143",594,348,305,314,229,217,251,203
"Gm7150",4,2,8,4,0,2,0,1
"Gm7153",26,22,11,9,8,18,13,12
"Gm7160",232,158,65,107,90,317,196,63
"Gm7172",1208,838,553,606,332,753,784,459
"Gm7177",19,18,6,8,6,11,16,8
"Gm7180",98,37,40,58,42,24,51,24
"Gm7181",13,4,6,6,3,2,4,5
"Gm7183",48,21,31,33,11,12,17,16
"Gm7189",4,2,2,2,1,0,2,4
"Gm7191",8,3,7,11,6,5,6,5
"Gm7192",466,295,236,248,179,178,222,116
"Gm7198",32,28,13,7,10,31,31,12
"Gm7199",2,1,1,1,2,0,1,0
"Gm7204",590,358,456,558,267,207,287,169
"Gm7206",986,698,529,564,396,443,544,280
"Gm7224",54,36,30,19,29,30,28,19
"Gm7232",3471,2620,2555,2023,2390,1541,1776,1252
"Gm7237",6,7,2,4,1,3,1,0
"Gm7239",9,4,3,5,5,4,3,2
"Gm7240",24,27,29,19,18,26,38,5
"Gm7241",88,64,40,40,36,36,48,15
"Gm7251",62,27,35,42,24,22,16,10
"Gm7252",73,40,43,35,31,17,23,22
"Gm7253",66,26,30,38,26,19,20,9
"Gm7258",10,8,12,7,7,2,9,6
"Gm7266",36,16,22,14,16,11,14,13
"Gm7269",1,0,0,0,1,13,2,1
"Gm7270",10,6,5,7,6,6,6,2
"Gm7278",159,103,87,137,117,154,196,43
"Gm7281",17,7,17,14,16,8,10,3
"Gm7285",1461,942,758,690,563,601,739,504
"Gm7286",9,8,5,6,6,9,5,2
"Gm7287",241,142,129,121,88,85,106,77
"Gm7289",207,168,124,120,93,111,107,116
"Gm7290",216,118,96,89,78,64,100,52
"Gm7292",383,335,321,286,402,299,312,177
"Gm7293",29,14,12,20,10,9,8,4
"Gm7299",512,358,255,231,195,248,282,191
"Gm7308",201,173,104,100,70,162,133,73
"Gm7318",165,98,92,94,81,94,85,52
"Gm7324",982,724,574,519,412,490,503,322
"Gm7327",316,198,161,205,144,166,164,149
"Gm7329",14,20,20,22,19,5,13,8
"Gm7331",3618,2132,1905,1906,1553,1348,1547,1415
"Gm7332",598,259,355,384,211,194,238,146
"Gm7334",481,259,228,298,220,216,293,135
"Gm7335",34,44,42,24,17,22,24,18
"Gm7336",31,14,15,19,9,13,10,5
"Gm7351",1,5,0,1,0,2,2,1
"Gm7353",368,338,266,249,290,300,289,208
"Gm7357",0,2,1,2,0,0,4,0
"Gm7363",28,25,7,8,8,6,14,4
"Gm7367",572,533,381,444,384,507,497,388
"Gm7368",105,76,44,88,60,46,48,44
"Gm7370",9,11,5,2,3,5,4,2
"Gm7380",691,368,326,336,243,172,302,159
"Gm7381",9,13,11,12,9,4,7,3
"Gm7382",12,1,6,2,3,0,0,2
"Gm7384",927,652,439,397,330,412,402,308
"Gm7389",85,67,74,62,49,22,69,34
"Gm7390",258,186,208,176,150,182,189,120
"Gm7392",2600,1635,1445,1184,1025,962,1063,1093
"Gm7399",7,1,5,3,4,9,7,1
"Gm7407",139,88,66,52,44,98,74,60
"Gm7411",1,2,0,2,2,2,2,0
"Gm7413",1936,1266,1142,945,898,827,942,840
"Gm7418",7,1,3,4,7,12,10,8
"Gm7424",34,20,10,13,10,17,11,14
"Gm7429",191,126,107,117,85,63,91,49
"Gm7432",154,84,92,85,69,52,65,56
"Gm7434",84,43,36,33,21,21,30,31
"Gm7435",6,0,7,8,7,2,2,3
"Gm7436",2,1,0,2,1,1,1,0
"Gm7442",28,20,5,12,14,8,12,5
"Gm7446",1405,1051,918,917,853,745,814,504
"Gm7450",5,2,6,2,4,21,7,1
"Gm7451",14,12,15,11,8,22,10,5
"Gm7452",14,13,16,12,9,7,10,10
"Gm7456",8,8,2,11,4,0,7,3
"Gm7457",2,0,2,6,2,3,0,2
"Gm7459",246,184,131,118,101,132,149,113
"Gm7461",0,6,2,1,3,5,10,4
"Gm7464",24,18,20,10,11,16,6,9
"Gm7466",460,225,237,377,232,184,189,109
"Gm7467",0,7,0,4,1,8,2,0
"Gm7476",1365,820,748,723,583,492,569,465
"Gm7478",4,5,6,5,0,2,1,0
"Gm7480",5,2,0,7,8,0,4,0
"Gm7481",44,25,11,27,7,16,10,26
"Gm7482",727,481,456,429,313,202,367,156
"Gm7483",1,1,2,3,3,2,2,1
"Gm7488",960,628,521,536,424,402,493,287
"Gm7493",65,47,36,37,29,32,30,17
"Gm7496",14,20,10,12,20,18,48,6
"Gm7497",12,6,10,4,4,6,8,2
"Gm7498",20,14,7,8,3,3,4,4
"Gm7502",0,5,1,0,3,5,3,0
"Gm7507",59,15,32,35,16,17,23,16
"Gm7508",4,4,1,4,5,5,2,4
"Gm7511",11,6,3,8,5,14,12,2
"Gm7514",18,18,14,17,6,20,8,20
"Gm7516",1,4,1,2,0,4,0,0
"Gm7517",29,7,7,17,8,7,14,5
"Gm7525",6,16,7,3,4,6,7,9
"Gm7527",2,9,7,6,12,12,17,0
"Gm7535",64,45,32,36,32,23,32,17
"Gm7536",12098,8484,6080,5862,4643,5794,6434,4457
"Gm7537",4,0,1,2,0,5,0,1
"Gm7541",4,3,1,1,0,0,0,0
"Gm7542",1,0,0,1,1,1,6,0
"Gm7543",22,16,10,10,19,19,14,7
"Gm7545",6,8,1,5,1,4,5,5
"Gm7551",40,34,19,29,15,20,28,16
"Gm7553",12,12,26,16,15,10,17,8
"Gm7556",12,2,6,8,4,0,9,5
"Gm7558",2,1,3,4,4,1,2,1
"Gm7560",73,51,50,42,43,11,35,16
"Gm7561",4,0,2,1,0,0,1,2
"Gm7565",44,22,19,19,16,15,20,16
"Gm7572",4,1,4,0,1,1,0,0
"Gm7575",8,14,9,4,3,1,0,7
"Gm7580",3,0,2,1,4,0,2,0
"Gm7582",60,70,43,48,57,26,39,18
"Gm7583",8,8,6,14,2,2,2,1
"Gm7584",10,1,2,4,4,11,2,2
"Gm7588",30,14,22,16,6,12,14,21
"Gm7589",468,276,228,200,188,123,206,103
